WKT,Id
"POLYGON Z ((1528643.91395611 3799296.05290633 1347.44036459275,1528676.72645611 3799310.98346187 1347.43432074697,1528705.89312276 3799305.77512854 1347.43172099808,1528720.99728945 3799285.98346187 1347.43071351784,1528711.36187278 3799274.00429522 1347.42972498028,1528684.27853943 3799262.80637854 1347.43572130649,1528657.19520609 3799260.72304523 1347.43759934468,1528642.35145611 3799265.67096189 1347.44072831181,1528609.27853943 3799275.04596189 1347.42749770781,1528589.22645609 3799281.29596189 1347.37564037261,1528557.97645609 3799280.25429522 1347.32918040217,1528542.09103943 3799304.47304522 1347.3323462144,1528577.50770611 3799309.68137856 1347.35207740939,1528604.59103945 3799307.07721189 1347.41532912373,1528613.18478945 3799297.18137854 1347.43006634168,1528636.36187278 3799301.86887856 1347.44199417382,1528643.91395611 3799296.05290633 1347.44036459275))",0
