1.5288e+06,3.79932e+06,4424.17
1.5288e+06,3.79931e+06,4425.15
1.5288e+06,3.79931e+06,4424.2
1.5288e+06,3.7993e+06,4421.92
1.5288e+06,3.7993e+06,4422.84
1.5288e+06,3.79928e+06,4424.05
1.5288e+06,3.79927e+06,4424.05
1.5288e+06,3.79925e+06,4422.79
1.5287e+06,3.7992e+06,4421.66
1.52865e+06,3.7992e+06,4421.79
1.52856e+06,3.7992e+06,4421.79
1.52855e+06,3.7992e+06,4421.85
1.5285e+06,3.7992e+06,4421.58
1.5285e+06,3.7992e+06,4421.59
1.52849e+06,3.7992e+06,4421.61
1.52845e+06,3.7992e+06,4421.59
1.52835e+06,3.7992e+06,4420.54
1.52834e+06,3.7992e+06,4420.49
1.52836e+06,3.7992e+06,4420.48
1.52846e+06,3.7992e+06,4421.56
1.52847e+06,3.7992e+06,4421.57
1.52848e+06,3.7992e+06,4421.59
1.52849e+06,3.7992e+06,4421.63
1.52851e+06,3.7992e+06,4421.57
1.52855e+06,3.7992e+06,4421.74
1.52865e+06,3.7992e+06,4421.72
1.52866e+06,3.7992e+06,4421.77
1.52877e+06,3.7992e+06,4422.37
1.52879e+06,3.7992e+06,4422.75
1.5288e+06,3.7992e+06,4422.9
1.52836e+06,3.79921e+06,4420.64
1.52845e+06,3.79921e+06,4421.48
1.52847e+06,3.79921e+06,4421.52
1.52849e+06,3.79921e+06,4421.66
1.52855e+06,3.79921e+06,4421.83
1.52866e+06,3.79921e+06,4421.55
1.5288e+06,3.79921e+06,4423.02
1.52879e+06,3.79921e+06,4422.78
1.52879e+06,3.79921e+06,4422.6
1.52879e+06,3.79921e+06,4422.96
1.52851e+06,3.79923e+06,4421.6
1.52851e+06,3.79923e+06,4421.44
1.5288e+06,3.79926e+06,4423.29
1.52879e+06,3.79927e+06,4423.48
1.5288e+06,3.79927e+06,4424.53
1.52879e+06,3.79927e+06,4424.38
1.52877e+06,3.79927e+06,4422.83
1.52878e+06,3.79928e+06,4423.89
1.52877e+06,3.79928e+06,4423.41
1.5288e+06,3.79928e+06,4424.8
1.52879e+06,3.79928e+06,4424.79
1.52879e+06,3.79928e+06,4424.71
1.52879e+06,3.79928e+06,4424.89
1.52879e+06,3.79928e+06,4424.37
1.52879e+06,3.79928e+06,4424.83
1.52879e+06,3.79928e+06,4425.15
1.52876e+06,3.79928e+06,4423.5
1.52876e+06,3.79929e+06,4424.36
1.52879e+06,3.79929e+06,4425.18
1.5288e+06,3.79929e+06,4423
1.52879e+06,3.79929e+06,4422.36
1.52879e+06,3.79929e+06,4423.31
1.52878e+06,3.79929e+06,4424.74
1.52879e+06,3.79929e+06,4424.38
1.52879e+06,3.79929e+06,4424
1.52879e+06,3.79929e+06,4423.45
1.52879e+06,3.79929e+06,4421.8
1.52879e+06,3.79929e+06,4422.92
1.52878e+06,3.79929e+06,4424.03
1.52878e+06,3.79929e+06,4423.57
1.52879e+06,3.79929e+06,4421.85
1.52878e+06,3.79929e+06,4421.73
1.52878e+06,3.79929e+06,4422.95
1.52877e+06,3.79929e+06,4424.74
1.52877e+06,3.79929e+06,4425.28
1.52878e+06,3.7993e+06,4421.91
1.52878e+06,3.7993e+06,4421.63
1.52878e+06,3.7993e+06,4421.76
1.52877e+06,3.7993e+06,4423.41
1.52877e+06,3.7993e+06,4424.01
1.52876e+06,3.7993e+06,4425.09
1.52879e+06,3.7993e+06,4421.55
1.52877e+06,3.7993e+06,4421.66
1.52876e+06,3.7993e+06,4424.7
1.52873e+06,3.7993e+06,4423.29
1.52873e+06,3.7993e+06,4422.91
1.52876e+06,3.7993e+06,4425.14
1.5288e+06,3.7993e+06,4421.89
1.5288e+06,3.7993e+06,4423.15
1.52879e+06,3.7993e+06,4421.8
1.52877e+06,3.7993e+06,4421.71
1.52876e+06,3.7993e+06,4423.31
1.52875e+06,3.7993e+06,4424.61
1.52874e+06,3.7993e+06,4424.22
1.52873e+06,3.7993e+06,4424.09
1.52872e+06,3.7993e+06,4423.23
1.52875e+06,3.7993e+06,4424.61
1.52876e+06,3.7993e+06,4424.4
1.52877e+06,3.7993e+06,4421.49
1.5288e+06,3.79931e+06,4425.14
1.5288e+06,3.79931e+06,4424.87
1.52879e+06,3.79931e+06,4421.94
1.52876e+06,3.79931e+06,4422.82
1.52875e+06,3.79931e+06,4424.88
1.52872e+06,3.79931e+06,4423.71
1.52872e+06,3.79931e+06,4423.46
1.52876e+06,3.79931e+06,4423.33
1.52876e+06,3.79931e+06,4421.5
1.52878e+06,3.79931e+06,4421.97
1.52879e+06,3.79931e+06,4423.12
1.52879e+06,3.79931e+06,4423.9
1.52879e+06,3.79931e+06,4424.81
1.52878e+06,3.79931e+06,4423.27
1.52878e+06,3.79931e+06,4422.74
1.52875e+06,3.79931e+06,4423.2
1.52875e+06,3.79931e+06,4424.55
1.52874e+06,3.79931e+06,4424.56
1.52835e+06,3.79931e+06,4422.41
1.52873e+06,3.79931e+06,4424.38
1.52875e+06,3.79931e+06,4422.52
1.52878e+06,3.79931e+06,4421.91
1.52878e+06,3.79931e+06,4423.81
1.52879e+06,3.79931e+06,4424.7
1.52879e+06,3.79931e+06,4425.05
1.52879e+06,3.79931e+06,4425.06
1.52878e+06,3.79931e+06,4424.87
1.52878e+06,3.79931e+06,4424.47
1.52878e+06,3.79931e+06,4422.91
1.52877e+06,3.79931e+06,4421.74
1.52876e+06,3.79931e+06,4421.56
1.52875e+06,3.79931e+06,4421.82
1.52875e+06,3.79931e+06,4422.95
1.52874e+06,3.79931e+06,4424.8
1.52874e+06,3.79931e+06,4425.3
1.52867e+06,3.79931e+06,4422.68
1.52863e+06,3.79931e+06,4422.09
1.52835e+06,3.79931e+06,4422.42
1.52844e+06,3.79931e+06,4421.95
1.52845e+06,3.79931e+06,4421.87
1.52851e+06,3.79931e+06,4421.83
1.52851e+06,3.79931e+06,4421.82
1.52861e+06,3.79931e+06,4422.02
1.52865e+06,3.79931e+06,4422.22
1.52866e+06,3.79931e+06,4422.62
1.52867e+06,3.79931e+06,4422.38
1.5288e+06,3.79931e+06,4425.01
1.52879e+06,3.79932e+06,4425.28
1.52878e+06,3.79932e+06,4425.03
1.52874e+06,3.79932e+06,4422.56
1.52874e+06,3.79932e+06,4424.51
1.52867e+06,3.79932e+06,4422.3
1.52861e+06,3.79932e+06,4422.11
1.52844e+06,3.79931e+06,4421.96
