WKT,Id
"LINESTRING Z (1528489.74728943 3799284.59457299 1347.33761833068,1528487.66395609 3799288.50082299 1347.3375816104,1528488.16363673 3799289.31627394 1347.33750287133,1528490.0137275 3799289.36790326 1347.33736973827,1528499.90353943 3799286.93832299 1347.33673073441,1528513.44520609 3799283.29248966 1347.33571153535,1528522.22854842 3799280.07776403 1347.33502678303,1528528.28895609 3799277.04248966 1347.33452888228,1528536.27802074 3799272.0427499 1347.33348663858,1528541.1605621 3799268.11093689 1347.33247135515,1528544.43709137 3799264.04708988 1347.33177446518,1528545.99728943 3799259.85498966 1347.33128461737,1528546.59222093 3799256.69081644 1347.33101363728,1528546.25770609 3799255.42790632 1347.33103429053,1528544.36380354 3799254.96240943 1347.33145761498,1528542.87228943 3799255.42790632 1347.33182157926,1528542.35145609 3799256.72998966 1347.33198027597,1528542.06690757 3799256.9598418 1347.33205140775,1528542.24645675 3799255.39144313 1347.33196612701,1528543.38730507 3799251.01561414 1347.33155644956,1528545.73687276 3799246.83415632 1347.33079359746,1528549.38270609 3799245.27165632 1347.32973691687,1528551.72645609 3799242.66748966 1347.32892973257,1528554.21525365 3799241.72367658 1347.32815795375,1528561.10145609 3799241.36540632 1347.3300772304,1528566.83062276 3799239.54248966 1347.33686919701,1528572.87288572 3799238.78623268 1347.34411527577,1528580.37228943 3799239.02165632 1347.35324682642,1528584.34436574 3799239.12106897 1347.35897922957,1528586.10145609 3799239.80290632 1347.36387142966,1528587.92437276 3799242.92790632 1347.36924632334,1528588.29972665 3799245.08813097 1347.37053923355,1528587.91572452 3799250.27284389 1347.37017349636,1528588.44520609 3799252.30290632 1347.3718474586,1528589.48687276 3799253.86540632 1347.37481327841,1528588.96603943 3799258.03207299 1347.37394883634,1528590.52853943 3799260.11540632 1347.37831062402,1528591.04937276 3799265.06332299 1347.38015354472,1528592.67237399 3799265.66486483 1347.3843875724,1528595.99728943 3799265.58415632 1347.39304379745,1528599.12228943 3799265.06332299 1347.40117522277,1528608.11838257 3799262.0290879 1347.42453490308,1528611.55808975 3799259.9423433 1347.4285823856,1528614.22645609 3799257.51123966 1347.43015414241,1528617.87228943 3799251.78207299 1347.43231813325,1528623.1304825 3799246.05876386 1347.43561067258,1528629.62670391 3799241.15568863 1347.43983841917,1528636.90280016 3799237.41770216 1347.4423031104,1528644.43478943 3799235.11540632 1347.44043367758,1528647.55978943 3799234.59457299 1347.43964243575,1528656.97247785 3799233.34874148 1347.43723397387,1528662.66395609 3799234.07373966 1347.43606758847,1528668.13270609 3799236.93832299 1347.43529842919,1528672.85320084 3799240.72143983 1347.43482454371,1528675.68478943 3799244.49040632 1347.43472817051,1528677.50770609 3799251.26123966 1347.43509138808,1528680.56352321 3799253.97316438 1347.43505273786,1528685.84103943 3799256.20915632 1347.43481715048,1528693.12572689 3799257.03469181 1347.43398925135,1528700.68478943 3799255.42790632 1347.43329182898,1528704.33062276 3799253.60498966 1347.43333827324,1528706.67437276 3799253.34457299 1347.43324856849)",0
